,Rank,Player,Position,High School,Commitment,Rating,team_name,year
0,--,Ethan Masucci,M,,Monmouth,0,Big 4 HHH - 2018,2018
1,--,Jack Mulcahy,A,Downingtown East High School,Drexel,0,Big 4 HHH - 2018,2018
2,--,Jordan Donaghy,M,Malvern Preparatory School,Penn State,0,Big 4 HHH - 2018,2018
3,--,Michael Ott,FO,Central Bucks High School East,Rutgers,4,Big 4 HHH - 2018,2018
4,--,Zack Nelson,A,Allentown Central Catholic High School,Jacksonville,0,Big 4 HHH - 2018,2018
5,--,Peyton McNeill,M,Wilmington Friends School,Lafayette,0,Big 4 HHH - 2019,2019
6,--,Brett Mallee,D,La Salle College High School,Yale,4,Big 4 HHH - 2019,2019
7,--,Carson Marano,G,William Penn Charter School,Amherst,0,Big 4 HHH - 2019,2019
8,--,James Cipolla,M,Parkland High School,Ohio State,4,Big 4 HHH - 2019,2019
9,--,Jack Spence,M,Springfield High School,Lehigh,4,Big 4 HHH - 2019,2019
10,--,Chad Cannon,M,Salesianum School,Providence,0,Big 4 HHH - 2019,2019
11,--,Sean Curcio,A,Manheim Township High School,Uncommitted,0,Big 4 HHH - 2019,2019
12,--,Will Hurley,D,Manheim Township High School,High Point,3,Big 4 HHH - 2019,2019
13,--,Shane Osborne,A,La Salle College High School,Denver,3,Big 4 HHH - 2019,2019
14,--,Greg Santa-Anna,A,Parkland High School,Tampa,0,Big 4 HHH - 2019,2019
15,--,Griffin Ganster,M,Governor Mifflin Shs,Cabrini,0,Big 4 HHH - 2019,2019
16,--,Mark Sickler,A,Hershey High School,Penn State,4,Big 4 HHH - 2019,2019
17,--,Ricky Amorim,D,Chestnut Hill Academy,Providence,3,Big 4 HHH - 2020,2020
18,--,Matthew Brock,FO,Perkiomen Valley High School,Lehigh,3,Big 4 HHH - 2020,2020
19,--,Paul Richardson,M,Springfield Township High School,Amherst,0,Big 4 HHH - 2020,2020
20,--,Colin Kennedy,LSM,Salesianum School,Utah,0,Big 4 HHH - 2020,2020
21,--,Connor McDonough,A,Moorestown High School,Towson,3,Big 4 HHH - 2020,2020
22,--,Cameron Evitts,M,Conestoga High School,Penn State,4,Big 4 HHH - 2020,2020
23,--,Reilly Dugan,M,The Episcopal Academy,Villanova,0,Big 4 HHH - 2021,2021
24,--,Anthony Rossi,A,La Salle College High School,Uncommitted,0,Big 4 HHH - 2021,2021
